Name_of_Church,Address,City,State,Zip,Phone,Pasors,Email,Web,ONA,Accessible,Fax,Latitude,Logitude,Distance,_type
Sparta United Church of Christ ,2584 N US 33 ,Kimmell ,IN,46760-9623,260-635-2218,Wray McClaster,,http://www.forministry.com/usinucofcsuc1,N,N,null,41.359299,-85.570057,33.4,UccscraperItem
Zion United Church of Christ ,12298 New Rd ,Wakarusa ,IN,46573-9646,(574)633-4501,Dale A. Speckman ,,http://www.zionwakarusa.webs.com/,N,N,,41.564767,-86.104915,39.4,UccscraperItem
Plymouth UCC ,902 S Main St ,Goshen ,IN,46526-4399,574-533-7610,Linda Sue Hewitt ,plymouthuccgoshen@gmail.com,http://goshenpucc.com,N,Y,574-975-0287,41.57532,-85.83156,40.7,UccscraperItem
Saint John's UCC ,27 County Road 23 ,Ashley ,IN,46705-9801,260-587-3103,Kim Nusbaum,,,N,Y,,41.5227,-85.063944,42.6,UccscraperItem
St John UCC ,950 Webster St ,Defiance ,OH,43512-1682,419-782-4176,James E Brehler ,stjohnuccpastor@gmail.com,http://www.facebook.com/StJohnUCCDefianceOH,Y,Y,419-782-2370,41.29808,-84.356215,39.4,UccscraperItem
Saint John's UCC ,I-946 St Rt 108 ,Holgate ,OH,43527-9712,419-264-4401,David Orr,holgateucc@metalink.net,http://stjohnsuccholgate.com,N,Y,419-264-1460,41.290104,-84.117254,28.3,UccscraperItem
Congregational UCC ,Corner Elm & Clinton ,Wauseon ,OH,43567,419-335-5571,,,null,N,N,null,41.5485,-84.14322,42.2,UccscraperItem
Grace United Church of Christ ,4481 N US Hwy 23 ,Fostoria ,OH,44830-9665,419-435-6733,,gracechurchucc@yahoo.com,http://www.gracefostoria.org,N,Y,,41.132212,-83.466732,29.3,UccscraperItem
Saint John's UCC ,1371 S State Rt 587 ,Fostoria ,OH,44830-9384,419-435-8845,David M. Culp ,stjohnsunited@bright.net,null,N,Y,null,41.167917,-83.371817,34.8,UccscraperItem
Haskins Community Church ,209 W Main St ,Haskins ,OH,43525-0287,419-823-1972,Jennifer Lynne Jackson ,hccoffice@frontier.com,http://www.haskinscommunitychurch.org,N,Y,419-823-1972,41.464494,-83.706842,35.5,UccscraperItem
Union United Church of Christ ,575 N Ash St,Bascom ,OH,44809,419-937-2731,Tressalyn R. Reed,theyoke@bright.net,,N,Y,419-937-2931,41.13269,-83.281453,38.6,UccscraperItem
Saint John's UCC ,10 Main St ,Tiffin ,OH,44883-3063,419-447-4372,Eric Dale Rummel ,st.johns1952@att.net,http://www.stjohnsucctiffin.com,N,Y,,41.111445,-83.174506,18.7,UccscraperItem
Second United Church of Christ ,156 Jefferson St ,Tiffin ,OH,44883-2817,419-447-2705,Pat Danner ,,null,N,Y,null,41.11332,-83.1744,18.7,UccscraperItem
Trinity UCC ,131 E Perry St ,Tiffin ,OH,44883-2312,419-447-3191,,trinityucc3@sbcglobal.net,http://www.trinityucctiffin.com,N,Y,419-447-3199,41.11608,-83.17182,18.9,UccscraperItem
Zion United Church of Christ ,109 State St ,Bettsville ,OH,44815,419-986-5673,,,null,N,Y,null,41.245165,-83.23455,21.9,UccscraperItem
United Church of Christ ,312 S Madison St ,Republic ,OH,44867,419-585-4483,Darla J. Metz,pastormetz@yahoo.com,http://www.republicucc.org/,N,Y,,41.146455,-82.994251,28.3,UccscraperItem
Saint Jacob's UCC ,6128 E County RD 38 ,Republic ,OH,44867-0040,419-585-0238,Mark Booster ,,null,N,Y,null,41.169231,-83.002541,28.5,UccscraperItem
First United Church of Christ ,1500 Tiffin Rd ,Fremont ,OH,43420-3626,419-332-3752,Elaine Marie Bast ,firstucc@woh.rr.com,http://www.firstuccfremont.com/,N,Y,,41.326119,-83.130462,29.6,UccscraperItem
St John's UCC ,448 E Rice St ,Elmore ,OH,43416,419-862-3511,Margaret R. Mills ,st.johnsucc@frontier.com,,N,Y,419-862-3511,41.476976,-83.292773,34.6,UccscraperItem
Zion United Church of Christ ,13525 Township Rd 178 ,Bellevue ,OH,44811-9553,419-483-6658,,zionunited@gmail.com,,N,Y,,41.226658,-82.907338,34.7,UccscraperItem
St. John's UCC ,1213 Washington St ,Genoa ,OH,43430-1433,419-855-3906,Donald J. Giesmann ,office@stjohnsgenoa.org,http://www.stjohnsgenoa.org,N,Y,(419)855-4220,41.52582,-83.35728,37,UccscraperItem
St Paul's UCC,428 Kilbourne St ,Bellevue ,OH,44811-1698,419-483-6490,Diane Carter ,stpaulsuccbellevue@cros.net,http://www.stpaulsuccbellevue.com/,N,Y,419-483-0371,41.270691,-82.84717,38.8,UccscraperItem
Saint Peter's UCC ,28505 Main St ,Millbury ,OH,43447-9684,419-836-3243,Julia Bertalan,stpetersmillbury@gmail.com,,N,Y,,41.56602,-83.42496,39.3,UccscraperItem
Saint Paul UCC ,165 Toussaint St ,Oak Harbor ,OH,43449-1313,419-898-0852,David A Voll ,office@stpauluccoh.org,http://www.stpauluccoh.org,N,Y,419-754-2101,41.50926,-83.1522,39.5,UccscraperItem
Trinity UCC ,17955 W Third St #5 ,Elliston ,OH,43432-9792,419-862-3417,Kyle J. Timmons ,tucc1862@gmail.com,http://www.trinityuccelliston.org,N,Y,419-862-3417,41.548187,-83.279688,39.5,UccscraperItem
Lyme Congregational UCC ,5451 State Route 113 ,Bellevue,OH,44811-0103,419-483-8606,David G. Borden ,,,N,Y,,41.28264,-82.78908,41.9,UccscraperItem
Park Congregational UCC ,1456 Harvard Blvd ,Toledo ,OH,43614-2926,419-382-5654,Edwin Heilman ,parkchurchtoledo@bex.net,http://www.parkchurchucc.org,N,Y,,41.613,-83.5869,42.5,UccscraperItem
Faith Community UCC ,1126 Anderson Avenue,Maumee,OH,43537,419-887-1976,Scott Kaufman ,faithcomucc@att.net,http://www.faithcommunity-ucc.org,N,Y,,41.61708,-83.62566,43.1,UccscraperItem
Congregational Community UCC ,29 Chapel St ,Monroeville ,OH,44847-9571,419-465-2165,Wayne C. Chasney ,pastorwayne@monroevilleucc.org,http://www.monroevilleucc.org,N,Y,null,41.244432,-82.697433,23.1,UccscraperItem
Steuben Congregational UCC ,1307 Steuben Sq ,Steuben ,OH,44890,(419)347-3337,Patricia E. Welch ,welchgates@neo.rr.com,http://SteubenUCC.blogspot.com/,N,Y,775-942-1726,41.249171,-82.704362,23.1,UccscraperItem
Congregational UCC ,205 Main St ,Castalia ,OH,44824-9333,419-684-7152,John P. Paputza ,castaliaucc@aol.com,http://ucccastalia.com/,N,Y,,41.400049,-82.80597,29.4,UccscraperItem
Saint John's UCC ,2712 W Mason Rd ,Milan ,OH,44846-9512,419-359-1662,Wendy S. Schindler-Chasney ,revwendy@thewavz.com,http://www.uccstjohnsmilan.org,N,Y,,41.31276,-82.60302,29.9,UccscraperItem
Henrietta United Church of Christ ,,Henrietta ,OH,44889,440-965-4092,,,,N,Y,,41.19822,-82.40382,34,UccscraperItem
Saint Stephen UCC ,905 E Perkins Ave ,Sandusky ,OH,44870-5021,419-626-1612,Jerald A. Fenske ,info@ststephenucc.org,http://www.ststephenucc.org,N,Y,419-626-1617,41.43294,-82.6839,34.1,UccscraperItem
First Congregational UCC ,431 Columbus Ave ,Sandusky ,OH,44870-2727,419-625-8105,Lenore L Kure ,questions@firstconguccsandusky.com,http://www.firstconguccsandusky.com/,Y,Y,419-625-3831,41.45304,-82.71024,34.7,UccscraperItem
First Congregational UCC ,5 E Main St ,Berlin Heights ,OH,44814-9686,419-588-2102,Casey M. Cain ,bhcong@frontier.com,http://www.thebigwhitechurch.com,N,Y,,41.325162,-82.493508,34.7,UccscraperItem
Emmanuel UCC ,334 Columbus Ave ,Sandusky ,OH,44870-2616,419-626-1115,Wayne Brockway,Emmanuelucc334@aol.com,null,N,Y,419-626-1115,41.45562,-82.7115,34.8,UccscraperItem
First Congregational UCC ,140 S Main St ,Wellington ,OH,44090-1344,440-647-3308,,wellingtonfirstchurch@yahoo.com,http://wellingtonfirstchurch.org/,N,Y,440-647-3308,41.12478,-82.30722,37.2,UccscraperItem
First United Church of Christ  ,802 Prairie St ,Marblehead ,OH,43440-2155,419-798-4612,Kay Louise Mooney Cox ,mooneyfarm@cros.net,http://www.churchatthelake.org,N,Y,,41.542256,-82.734549,39.9,UccscraperItem
The First Church in Oberlin UCC ,106 N Main St ,Oberlin ,OH,44074-1178,440-775-1711,David T. Hill ,office@firstchurchoberlin.org,http://www.firstchurchoberlin.org,Y,Y,,41.29608,-82.21794,25.2,UccscraperItem
United Church of Christ Cong ,3928 Avon Lake Rd ,Litchfield ,OH,44253-9701,330-723-5835,James Ellison,litchfielducc@aol.com,http://www.Litchfielducc.org,N,Y,330-723-0635,41.16762,-82.02312,27.5,UccscraperItem
Saint John's UCC ,416 Leonard St ,South Amherst ,OH,44001-2918,440-986-7441,Joyce E. Schroer ,,,N,Y,,41.35314,-82.25748,27.5,UccscraperItem
Brownhelm Congregational UCC ,2144 N Ridge Rd ,Vermilion ,OH,44089-3520,440-988-2751,Elizabeth Ann Terrill ,bucc@centurytel.net,http://home.centurytel.net/bucc/,N,Y,440-988-2755,41.388748,-82.295463,28.9,UccscraperItem
"United Church of Christ, Congregational UCC ",990 State St ,Vermilion ,OH,44089-1204,440-967-5212,,vermilionuccc@centurytel.net,http://www.vermilioncongregational.org,N,Y,,41.417045,-82.365746,29.6,UccscraperItem
Saint Peter's UCC ,582 Church St ,Amherst ,OH,44001-2208,440-988-4965,Beverly Bammel,byohn@stpetersamherst.org,http://www.stpetersamherst.org,N,Y,440-998-5068,41.393734,-82.22542,30.7,UccscraperItem
Congregational UCC ,379 S Main St ,Amherst ,OH,44001-2107,440-988-9148,Brian D. Burke ,office@amherstucc.org,http://www.amherstucc.org,N,Y,440-988-9157,41.396995,-82.226723,30.9,UccscraperItem
Community of Faith UCC,9715 E River Rd,Elyria,OH,44035-8149,(440)322-3781,,lccofaithucc@gmail.com,,N,N,,41.348716,-82.094083,32,UccscraperItem
First Congregational UCC ,330 Second St ,Elyria ,OH,44035-5534,440-323-5454,Patrick Nicolino ,office@firstcongelyria.org,http://www.firstcongelyria.org,N,Y,440-323-0941,41.36631,-82.108075,32.5,UccscraperItem
Pilgrim UCC ,523 E Broad St ,Elyria ,OH,44035-6437,440-323-2076,Troy Smith,,null,N,Y,null,41.36646,-82.08774,33.2,UccscraperItem
Emmanuel UCC ,6656 Center Rd ,Valley City ,OH,44280-9748,330-483-3655,Bert C. Ambrose Jr ,emmanuccvlycty@zoominternet.net,http://www.euccvalleycity.org,N,Y,,41.237447,-81.92961,34,UccscraperItem
89 Hartford UCC ,89 Hartford Dr,Medina,OH,44256,(330)410-6685,Carol Vaccariello ,heartspace@heartspaceucc.org,,Y,Y,,41.118827,-81.866959,34.1,UccscraperItem
"United Church of Christ, Congregational ",217 E Liberty St ,Medina ,OH,44256-2106,330-725-4559,,office@uccmedina.org,http://www.uccmedina.org,N,Y,330-764-9305,41.139202,-81.862398,34.7,UccscraperItem
First Congregational UCC ,36363 Center Ridge Rd ,North Ridgeville ,OH,44039-2941,440-327-2921,Arik Borstad,secretary@fccalive.org,http://www.fccalive.org,Y,Y,440-327-3647,41.38302,-82.05558,35.1,UccscraperItem
The Hungarian Reformed Church of Lorain UCC ,1691 E 31st St ,Lorain ,OH,44055-1709,440-277-8177,Rev. Peter L. Toth ,lhrc@roadrunner.com,,N,Y,(440)277-1212,41.442101,-82.143622,35.7,UccscraperItem
Saint John UCC ,715 Reid Ave ,Lorain ,OH,44052-1836,440-244-5440,David L Rogers,stjohnsucc@centurylink.net,,N,Y,440-244-5443,41.45142,-82.16706,35.7,UccscraperItem
First Congregational UCC ,423 Washington Ave ,Lorain ,OH,44052-1425,440-244-6283,Karen Mcewen Farthing ,fccrevkaren@centurytel.net,http://www.FirstCongLorain.com,Y,Y,null,41.466336,-82.179981,36.2,UccscraperItem
United Church of Christ ,603 Sunset Ave ,Sheffield Lake ,OH,44054-1399,440-949-5171,Charles Brown ,uccsheffieldlake@gmail.com,,Y,Y,,41.49,-82.1001,39.7,UccscraperItem
Olmsted Community Church UCC ,7853 Main St ,Olmsted Falls,OH,44138-2033,440-235-3326,Ronald Dauphin ,office@olmstedchurch.org,http://www.olmstedchurch.org,N,Y,440-235-3327,41.377714,-81.901113,40.7,UccscraperItem
United Church of Christ ,13740 Pearl Rd ,Strongsville ,OH,44136-3409,440-238-6697,Rebecca Ann Stephenson ,strongsvilleucc@gmail.com,http://www.strongsvilleucc.com,N,Y,,41.314283,-81.8356,40.9,UccscraperItem
Christ United Church,23114 West Rd,Olmsted Falls,OH,44138-2398,(440)234-0150,Gary Alan Halstead ,office@ChristUnited.Church,http://www.christunited.church,N,N,,	41.365200,	-81.878900 ,41,UccscraperItem
Avon Lake United Church of Christ ,32801 Electric Blvd ,Avon Lake ,OH,44012-1527,440-933-3241,Kelly Boyte Brill ,pastor@avonlakeucc.org,http://www.avonlakeucc.org,N,Y,440-933-7928,41.509746,-82.020225,43.1,UccscraperItem
The Bath Church UCC ,3980 W Bath Rd ,Akron ,OH,44333-1106,330-666-3520,Daniel J. Doty ,bathucc@bathucc.org,http://www.bathucc.org,N,Y,330-665-5712,41.168883,-81.64014,22.1,UccscraperItem
United Church of Christ ,4340 W Streetsboro Rd ,Richfield ,OH,44286-9759,330-659-3532,John King,Richfielducc@windstream.net,http://www.richfielducc.com,N,Y,330-659-2506,41.239585,-81.643722,24.9,UccscraperItem
Community Church UCC ,7165 Big Creek Pkwy ,Middleburg Heights ,OH,44130-4906,440-842-7743,Vicky L. Mcgaw ,staff@mhccucc.org,http://www.mhccucc.org,Y,Y,440-842-7745,41.371413,-81.806599,27.5,UccscraperItem
Bethany UCC ,1235 Broad Blvd ,Cuyahoga Falls ,OH,44223-2428,(330)923-5277,Steven L. Welker,newsletter@bethanyucc.org,http://www.bethanyucc.org,N,Y,330-923-3210,41.134385,-81.498401,27.8,UccscraperItem
Saint Paul UCC ,7507 York Rd ,Parma ,OH,44130-7301,440-843-8039,Carl A Pelzer ,,null,N,Y,null,41.36166,-81.7599,27.9,UccscraperItem
Pilgrim UCC ,130 Broad Blvd ,Cuyahoga Falls ,OH,44221-3896,330-928-4847,Kirk W. Bruce ,pilgrimoffice@ameritech.net,http://www.pilgrimcf.org,N,Y,330-928-1017,41.133869,-81.483848,28.5,UccscraperItem
United Church of Christ ,23 Public Square ,Brecksville ,OH,44141-1801,440-526-4364,David Gene Shackle ,buccoh@sbcglobal.net,http://www.brecksvilleucc.org,Y,Y,440-526-5735,41.32059,-81.6281,29.4,UccscraperItem
The Church in Silver Lake UCC ,2951 Kent Rd ,Silver Lake ,OH,44224-3027,330-928-2991,Bradley K. Jagger,churchinsilverlake@sbcglobal.net,http://churchinsilverlake.org,Y,Y,330-928-2321,41.15112,-81.45909,30.1,UccscraperItem
Clague Road UCC ,3650 Clague Rd ,North Olmsted ,OH,44070-1651,440-734-1040,James E. Link ,clagueroaducc.oh@att.net,http://www.clagueroaducc.org,N,Y,440-734-1040,41.43486,-81.88158,30.6,UccscraperItem
Ridge Road UCC ,6050 Ridge Rd ,Parma ,OH,44129-4473,440-885-3222,Judith Campbell,rruccpastor@gmail.com,http://www.rrucc.org,N,Y,440-885-3223,41.39856,-81.73518,30.8,UccscraperItem
Stow Community UCC ,1567 Pilgrim Dr ,Stow ,OH,44224-3219,330-688-8927,James Case,stowucc@yahoo.com,http://www.stowcommchurch.org,N,Y,,41.16834,-81.45198,30.9,UccscraperItem
West Side Hungarian Reformed Church UCC ,15300 Puritas Ave ,Cleveland ,OH,44135-2714,216-476-3736,,WSHReformedChurch@gmail.com,,N,Y,216-671-3233,41.43372,-81.81204,31.5,UccscraperItem
Saint Peter UCC ,125 E Ridgewood Dr ,Seven Hills ,OH,44131-2824,216-524-1709,Christopher R Helton,stpeter7hills@att.net,http://www.stpeter7hills.org,N,Y,,41.3919,-81.6838,31.7,UccscraperItem
Dover Congregational UCC ,2239 Dover Center Rd ,Westlake ,OH,44145-3199,440-871-1050,John Rinehart & R. Keith Stuart ,doverucc@doverucc.org,http://www.doverucc.org,Y,Y,440-871-1051,41.45532,-81.92202,31.7,UccscraperItem
Church of the Redeemer ,23500 Center Ridge Rd ,Westlake ,OH,44145-3641,(440)331-0834,Damien J. Lake,church@corucc.org,http://www.corucc.org,Y,Y,,41.456429,-81.880664,32.1,UccscraperItem
West Park UCC ,3909 Rocky River Dr ,Cleveland ,OH,44111-4153,216-671-7228,Walfred W. Scofield ,wpaaucc@sbcglobal.net,http://www.westparkucc.org,Y,Y,216-671-7313,41.448081,-81.817327,32.4,UccscraperItem
First Hungarian Reformed UCC ,14530 Alexander Rd ,Walton Hills ,OH,44146-4921,440-786-7272,Rt. Rev. Dr. Csaba Krasznai ,firstchurch@ohiohills.com,,N,Y,(440)786-7273,41.358193,-81.580631,33,UccscraperItem
Brooklyn Trinity United Church of Christ ,8720 Memphis Ave ,Brooklyn ,OH,44144,216-661-0227,,,,N,N,,41.440071,-81.745743,33.1,UccscraperItem
Greater Cleveland Community United Church of Christ ,2005 W Schaaf Rd ,Cleveland ,OH,44109,216-221-9956,Alan Cagampang Ramos ,,null,N,N,null,41.429041,-81.695999,33.6,UccscraperItem
Brooklyn Heights United Church of Christ ,2005 W Schaaf Rd ,Cleveland,OH,44109-4607,216-741-2280,M. Kenneth Morris ,,,N,Y,216-741-2281,41.428794,-81.695916,33.6,UccscraperItem
First Congregational UCC ,47 Aurora St ,Hudson ,OH,44236-2902,330-650-4048,Peter M. Wiley ,dfinkes@hudsonucc.org,http://hudsonucc.org,N,Y,330-656-1760,41.242889,-81.438286,33.8,UccscraperItem
Denison Avenue UCC ,9900 Denison Ave ,Cleveland ,OH,44102-4633,216-631-0904,Nozomi Ikuta ,pastor@denisonucc.org,http://www.denisonucc.org,N,Y,null,41.466233,-81.752368,34.7,UccscraperItem
Congregational Church UCC ,1375 W Clifton Blvd ,Lakewood ,OH,44107-3352,216-221-9555,Mark E. Thomas ,staff@lcc-church.org,http://www.lcc-church.org,Y,Y,216-221-9088,41.485796,-81.822646,34.8,UccscraperItem
Archwood United Church of Christ ,2800 Archwood Ave ,Cleveland ,OH,44109-2532,216-351-1060,Edie Rasell,archwoodoffice@sbcglobal.net,http://www.archwooducc.org,Y,N,216-351-9061,41.45274,-81.70296,34.9,UccscraperItem
Bethany UCC ,3388 W 41st St ,Cleveland ,OH,44109-5924,216-631-6132,Carol Leahey ,DFONSB@aol.com,null,N,N,216-631-6132,41.46192,-81.71358,35.2,UccscraperItem
United Church of Christ of Kent ,1400 E Main St ,Kent ,OH,44240-2844,330-673-9534,D Houston,office@kentucc.org,http://www.kentucc.org,Y,Y,330-673-8828,41.153619,-81.339442,36.1,UccscraperItem
First Congregational UCC ,9050 Church St ,Twinsburg ,OH,44087-2102,330-425-2181,,fcctwinsburg@gmail.com,http://www.fcctwinsburg.org,N,Y,,41.312205,-81.442051,36.2,UccscraperItem
Zion United Church of Christ ,2716 W 14th St ,Cleveland ,OH,44113-5216,216-861-2371,Scott A. Rosenstein ,info@zionchurch.org,http://www.zionucctremont.org,Y,Y,,41.475548,-81.691515,36.5,UccscraperItem
Pilgrim Congregational UCC ,2592 W 14th Street,Cleveland ,OH,44113-4409,216-861-7388,Kelly J. Burd ,johnt@pilgrimalive.org,http://www.pilgrimalive.org,Y,Y,216-861-0113,41.476863,-81.691319,36.6,UccscraperItem
Saint Paul's Community UCC ,4427 Franklin Blvd ,Cleveland ,OH,44113-2845,216-651-6250,Douglas C. Horner ,revdchorner@gmail.com,http://stpaulscleveland.org,N,Y,,41.48514,-81.71712,36.6,UccscraperItem
South Haven UCC ,415 Northfield Rd ,Bedford ,OH,44146-2202,440-232-4711,Carol (Sprite) Grim Johnson ,southhavenucc@gmail.com,http://www.southhavenucc.org,Y,Y,(440)232-3094,41.408688,-81.527294,37.4,UccscraperItem
Amistad Chapel,700 Prospect Ave,Cleveland,OH,44115-1100,(216)736-3855,,,,Y,Y,(216)736-2229,41.498667,-81.687576,38.1,UccscraperItem
East View UCC ,15615 Chagrin Blvd ,Shaker Heights ,OH,44120-5062,216-921-7673,,evucc156@yahoo.com,,N,N,(216)921-4540,41.46456,-81.57168,39.1,UccscraperItem
Plymouth Church UCC ,2860 Coventry Rd ,Shaker Heights ,OH,44120-2200,216-921-3510,Shawnthea Monroe-Mueller ,info@plymouthchurchucc.org,http://www.plymouthchurchucc.org,Y,Y,216-921-3512,41.48142,-81.58314,39.7,UccscraperItem
Community UCC ,20120 Lomond Blvd ,Shaker Heights ,OH,44122-4992,216-561-8358,Colin Jones & Imani Jones,shcchurch@sbcglobal.net,http://www.shakerhcc.org/,N,Y,216-991-5070,41.46276,-81.53838,40,UccscraperItem
First Congregational UCC ,,Rootstown ,OH,44272,330-325-7429,Susan E. Woodall ,woodallsusan@att.net,,N,Y,,41.09898,-81.24222,40.2,UccscraperItem
Solon Community Church UCC ,33955 Sherbrook Park Dr ,Solon ,OH,44139-2034,440-248-4180,Bertrice Y. Wood ,info@soloncommunitychurch.org,http://www.soloncommunitychurch.org,N,Y,null,41.401816,-81.437844,40.3,UccscraperItem
Mount Zion Congregational UCC ,10723 Magnolia Dr ,Cleveland ,OH,44106-1750,216-791-5760,Paul Hobson Sadler Sr ,revsadler@sbcglobal.net,http://www.mtzioncleveland.com,N,Y,216-421-0057,41.51448,-81.61254,40.8,UccscraperItem
First Congregational UCC ,266 S Chestnut St ,Ravenna ,OH,44266-3030,330-297-1461,Jerry H. Kruse ,firstcongregationalofravenna@gmail.com,http://www.ravennaucc.org,N,Y,330-297-1460,41.156976,-81.243232,41,UccscraperItem
Embody UCC,Please call 440-610-1911 for worship location,University Heights,OH,44118,,,cgkukuk@gmail.com,,N,N,,41.503341,-81.554218,41.8,UccscraperItem
Bainbridge Community UCC ,17751 Chillicothe Rd ,Chagrin Falls ,OH,44023-4735,440-543-5117,Shaun Drefahl,bainbridgecommunity@gmail.com,http://www.bainbridgecommunityucc.org,Y,Y,440-543-5118,41.38746,-81.33948,28,UccscraperItem
Congregational UCC ,9001 N Main St ,Windham ,OH,44288-1022,330-326-3926,Conni McCambridge,,null,N,Y,null,41.2374,-81.04914,28.7,UccscraperItem
First Congregational UCC ,612 W Broad ,Newton Falls ,OH,44444-1212,330-872-5670,Eric Bing ,,http://www.fcc44444.org,N,Y,null,41.18886,-80.98422,29.9,UccscraperItem
Auburn Community Church UCC ,11076 E Washington St ,Chagrin Falls ,OH,44023-5556,440-543-1402,Lucille Abernathy ,,http://auburnchurchohio.org/,N,Y,440-543-1402,41.387192,-81.232341,30.1,UccscraperItem
Federated UCC ,76 Bell St ,Chagrin Falls ,OH,44022-2956,440-247-6490,Hamilton C. Throckmorton ,fedchurch@fedchurch.org,http://www.fedchurch.org,Y,Y,440-247-2516,41.431492,-81.390155,30.3,UccscraperItem
United Community UCC ,14916 Auburn Rd ,Newbury ,OH,44065-9723,440-564-5991,Robert P. Richardson,nuccalive@hotmail.com,http://www.nuccalive.org,N,Y,440-564-1277,41.46229,-81.244559,34.6,UccscraperItem
Congregational UCC ,14558 W Park St ,Burton ,OH,44021,440-834-4495,Robert P. Richardson,burtonucc@gmail.com,http://www.burtonucc.com,N,Y,440-834-8285,41.44807,-81.159885,35.6,UccscraperItem
South Euclid UCC,4217 Bluestone Rd,South Euclid,OH,44121,216-791-5200,Courtney Clayton Jenkins,eacc@eacc-ucc.org,http://www.eacc-ucc.org,Y,Y,216-791-5205,41.535472,-81.52699,37,UccscraperItem
Faith United Church of Christ ,575 Richmond Rd ,Richmond Heights ,OH,44143-2937,216-382-7227,Gene McAfee,inquiries@faithuccrhoh.org,http://www.faithuccrhoh.org,Y,Y,216-382-8821,41.543536,-81.497032,37.5,UccscraperItem
